Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1214369,,4.4,4.75,,,,4.25,6.25,8.25,,,2.8,N1,BinhDinh
BD1214370,,6.6,4.75,4.75,5.25,5.0,5.0,5.25,6.5,,,6.6,N1,BinhDinh
BD1214371,,5.2,5.5,5.25,5.0,2.5,,,,,,3.0,N1,BinhDinh
BD1214372,,7.2,5.0,7.25,4.25,5.0,,,,,,2.6,N1,BinhDinh
BD1214373,,6.2,5.5,,,,3.75,5.5,7.5,,,3.0,N1,BinhDinh
BD1214374,,6.8,7.25,,,,6.0,5.25,9.0,,,5.0,N1,BinhDinh
BD1214375,,7.0,5.5,4.75,4.75,6.5,,,,,,3.2,N1,BinhDinh
BD1214376,,7.0,6.25,3.0,4.0,5.0,,,,,,3.0,N1,BinhDinh
BD1214377,,7.8,5.25,6.5,4.5,6.25,,,,,,7.8,N1,BinhDinh
BD1214378,,2.6,5.25,,,,3.25,4.5,7.25,,,4.8,N1,BinhDinh
BD1214379,,3.8,5.0,2.25,3.75,4.0,4.0,5.5,5.5,,,2.2,N1,BinhDinh
BD1214380,,6.2,5.5,6.0,6.25,3.25,,,,,,4.2,N1,BinhDinh
BD1214381,,6.4,6.75,,,,3.0,6.75,9.0,,,5.4,N1,BinhDinh
BD1214382,,5.4,5.5,,,,3.5,6.25,8.0,,,4.4,N1,BinhDinh
BD1214383,,7.2,5.75,5.75,4.75,4.5,,,,,,8.0,N1,BinhDinh
BD1214384,,6.0,5.0,3.5,4.75,5.5,,,,,,5.0,N1,BinhDinh
BD1214385,,6.8,5.0,,,,3.0,4.75,9.5,,,4.4,N1,BinhDinh
BD1214386,,6.8,6.5,,,,5.75,6.5,8.5,,,5.2,N1,BinhDinh
BD1214387,,6.2,5.25,4.5,3.75,3.25,,,,,,3.6,N1,BinhDinh
BD1214388,,2.8,4.0,3.25,3.25,3.0,2.5,5.25,6.5,,,3.4,N1,BinhDinh
BD1214389,,6.6,6.0,2.5,3.75,3.75,5.0,8.0,9.0,,,4.2,N1,BinhDinh
BD1214390,,6.2,5.5,4.75,5.25,6.0,,,,,,4.2,N1,BinhDinh
BD1214391,,6.8,5.75,6.25,2.5,4.0,,,,,,7.4,N1,BinhDinh
BD1214392,,6.6,5.25,,,,5.75,6.75,8.25,,,4.6,N1,BinhDinh
BD1214393,,6.2,6.5,4.0,5.25,4.5,,,,,,3.4,N1,BinhDinh
BD1214394,,6.6,5.5,,,,5.5,7.25,7.5,,,3.2,N1,BinhDinh
BD1214395,,6.0,4.75,,,,3.5,6.25,7.5,,,4.2,N1,BinhDinh
BD1214396,,4.4,4.25,,,,4.25,4.75,6.75,,,2.8,N1,BinhDinh
BD1214397,,3.4,5.25,,,,3.0,5.5,7.5,,,2.8,N1,BinhDinh
BD1214398,,5.2,6.25,,,,3.25,7.0,7.0,,,4.2,N1,BinhDinh
BD1214399,,7.4,5.25,6.0,4.25,4.75,,,,,,4.0,N1,BinhDinh
BD1214400,,5.4,6.0,,,,3.25,6.5,7.25,,,3.0,N1,BinhDinh
BD1214401,,5.2,2.75,,,,3.5,4.75,6.75,,,2.8,N1,BinhDinh
BD1214402,,6.2,6.5,5.5,5.0,6.25,,,,,,3.8,N1,BinhDinh
BD1214403,,2.6,3.25,,,,3.0,5.5,8.25,,,3.0,N1,BinhDinh
BD1214404,,5.4,6.5,,,,6.25,5.25,6.25,,,3.6,N1,BinhDinh
BD1214405,,6.0,5.25,,,,3.5,6.0,8.25,,,2.4,N1,BinhDinh
BD1214406,,7.4,6.75,6.75,5.5,6.25,,,,,,7.6,N1,BinhDinh
BD1214407,,,3.0,,,,2.5,3.25,,,,,,BinhDinh
BD1214408,,6.0,5.0,2.75,2.5,3.0,3.0,6.25,7.0,,,3.0,N1,BinhDinh
BD1214409,,8.0,5.5,7.25,5.0,3.75,4.25,6.0,7.25,,,8.2,N1,BinhDinh
BD1214410,,6.6,5.25,4.0,2.75,4.0,,,,,,5.2,N1,BinhDinh
BD1214411,,7.4,5.5,6.5,6.0,3.5,,,,,,4.6,N1,BinhDinh
BD1214412,,6.0,6.25,,,,4.5,6.0,8.25,,,3.8,N1,BinhDinh
BD1214413,,6.2,4.5,,,,2.75,4.25,6.75,,,2.2,N1,BinhDinh
BD1214414,,4.8,4.5,,,,4.25,6.5,8.0,,,4.2,N1,BinhDinh
BD1214415,,8.4,5.25,5.25,7.25,6.75,4.0,6.5,6.75,,,7.0,N1,BinhDinh
BD1214416,,6.2,5.5,,,,4.0,5.25,9.25,,,4.4,N1,BinhDinh
BD1214417,,6.0,5.5,,,,3.5,8.0,7.75,,,2.8,N1,BinhDinh
BD1214418,,6.0,5.25,5.25,5.5,4.25,,,,,,3.2,N1,BinhDinh
BD1214419,,5.0,6.5,5.5,4.25,4.5,,,,,,3.0,N1,BinhDinh
BD1214420,,3.4,3.0,,,,2.0,3.75,5.0,,,2.4,N1,BinhDinh
BD1214421,,5.4,4.75,,,,3.5,6.75,6.0,,,4.6,N1,BinhDinh
BD1214422,,7.6,6.25,6.5,4.0,4.75,,,,,,6.0,N1,BinhDinh
BD1214423,,5.6,6.25,7.5,6.25,4.0,,,,,,5.4,N1,BinhDinh
BD1214424,,7.0,4.75,7.0,4.5,4.75,5.25,6.25,6.25,,,8.4,N1,BinhDinh
BD1214425,,6.4,6.5,4.5,5.75,3.75,,,,,,2.6,N1,BinhDinh
BD1214426,,7.6,6.75,7.25,7.0,4.75,,,,,,5.0,N1,BinhDinh
BD1214427,,6.4,5.75,,,,2.75,6.5,8.5,,,4.8,N1,BinhDinh
BD1214428,,5.6,4.25,3.0,3.5,2.5,4.25,6.75,5.75,,,1.8,N1,BinhDinh
BD1214429,,8.6,5.75,7.5,7.0,5.0,,,,,,7.6,N1,BinhDinh
BD1214430,,7.0,5.0,,,,3.25,4.0,5.75,,,4.4,N1,BinhDinh
BD1214431,,6.0,5.5,,,,5.25,5.75,7.0,,,2.4,N1,BinhDinh
BD1214432,,6.6,5.75,4.75,4.25,3.25,,,,,,3.6,N1,BinhDinh
BD1214433,,3.0,4.0,,,,4.25,4.0,6.75,,,1.8,N1,BinhDinh
BD1214434,,5.4,4.75,,,,6.5,4.75,8.25,,,3.0,N1,BinhDinh
BD1214435,,6.4,6.5,,,,4.25,6.5,9.25,,,5.6,N1,BinhDinh
BD1214436,,5.8,7.25,,,,4.25,6.25,8.25,,,3.4,N1,BinhDinh
BD1214438,,4.4,6.25,,,,4.75,6.0,8.75,,,3.2,N1,BinhDinh
BD1214439,,5.0,6.0,2.75,3.0,3.5,3.75,4.25,8.0,,,4.0,N1,BinhDinh
BD1214440,,7.0,4.25,6.5,5.25,4.5,,,,,,4.6,N1,BinhDinh
BD1214441,,6.6,6.5,,,,4.0,6.5,9.25,,,4.4,N1,BinhDinh
BD1214442,,7.2,7.0,3.75,5.25,4.75,,,,,,3.4,N1,BinhDinh
BD1214443,,2.4,5.25,,,,2.5,4.0,7.25,,,2.6,N1,BinhDinh
BD1214444,,6.0,6.25,,,,4.25,7.0,8.0,,,3.8,N1,BinhDinh
BD1214445,,6.6,5.0,6.75,7.0,4.0,,,,,,4.4,N1,BinhDinh
BD1214446,,8.8,5.25,5.75,8.0,9.0,,,,,,4.4,N1,BinhDinh
BD1214447,,4.6,4.75,,,,6.75,7.5,8.75,,,3.0,N1,BinhDinh
BD1214448,,3.8,4.25,,,,4.25,5.25,6.75,,,3.2,N1,BinhDinh
BD1214449,,4.2,4.75,,,,5.25,5.75,6.5,,,3.0,N1,BinhDinh
BD1214450,,6.8,5.0,4.75,4.75,5.0,3.0,6.25,6.0,,,4.0,N1,BinhDinh
BD1214451,,6.2,5.75,4.75,5.75,5.75,,,,,,3.4,N1,BinhDinh
BD1214452,,7.4,6.25,,,,3.75,5.75,8.25,,,7.4,N1,BinhDinh
BD1214453,,7.2,5.5,4.0,3.75,3.75,2.25,6.25,5.25,,,3.6,N1,BinhDinh
BD1214454,,7.8,6.25,6.25,7.75,7.0,,,,,,6.6,N1,BinhDinh
BD1214455,,7.0,6.5,5.25,5.5,3.5,,,,,,5.0,N1,BinhDinh
BD1214456,,5.6,6.0,,,,4.0,5.75,7.75,,,6.2,N1,BinhDinh
BD1214457,,7.6,4.5,5.0,5.75,5.5,5.0,5.75,7.5,,,4.4,N1,BinhDinh
BD1214458,,4.0,5.0,,,,3.25,4.0,6.75,,,2.8,N1,BinhDinh
BD1214459,,2.2,2.5,,,,2.75,5.5,,,,,,BinhDinh
BD1214460,,3.2,1.75,2.25,3.5,3.5,2.75,4.75,4.0,,,2.8,N1,BinhDinh
BD1214461,,4.0,4.5,,,,2.5,5.0,8.0,,,2.2,N1,BinhDinh
BD1214462,,6.2,5.25,5.5,5.25,3.5,,,,,,2.8,N1,BinhDinh
BD1214463,,6.2,7.0,,,,5.75,8.0,8.5,,,4.2,N1,BinhDinh
BD1214464,,7.4,5.25,5.0,5.25,4.5,,,,,,4.2,N1,BinhDinh
BD1214465,,6.6,5.5,,,,5.25,7.5,8.0,,,4.4,N1,BinhDinh
BD1214466,,9.0,4.5,6.25,6.5,6.75,,,,,,5.0,N1,BinhDinh
BD1214467,,5.6,5.0,,,,4.25,5.5,8.5,,,3.0,N1,BinhDinh
BD1214468,,6.8,5.75,6.0,4.75,4.5,,,,,,4.2,N1,BinhDinh
BD1214469,,7.6,5.5,6.25,5.25,5.5,,,,,,7.8,N1,BinhDinh
BD1214470,,4.2,5.25,,,,3.0,5.5,6.75,,,2.6,N1,BinhDinh
BD1214471,,6.6,4.5,4.75,6.0,2.25,,,,,,2.4,N1,BinhDinh
BD1214472,,5.0,5.5,,,,6.5,5.75,7.5,,,4.0,N1,BinhDinh
BD1214473,,8.6,6.5,4.75,4.75,5.25,,,,,,5.4,N1,BinhDinh
BD1214474,,4.0,5.0,4.75,2.25,2.0,3.5,6.0,7.5,,,3.4,N1,BinhDinh
BD1214475,,5.4,2.75,,,,2.5,4.25,7.0,,,2.8,N1,BinhDinh
BD1214476,,5.8,5.25,4.5,5.0,4.0,,,,,,3.8,N1,BinhDinh
BD1214477,,7.0,5.75,6.25,4.5,4.0,,,,,,5.0,N1,BinhDinh
BD1214478,,8.2,6.75,7.5,7.5,5.0,,,,,,6.8,N1,BinhDinh
BD1214479,,8.6,7.0,5.75,5.75,5.0,,,,,,8.6,N1,BinhDinh
BD1214480,,7.2,5.5,5.5,4.75,5.5,,,,,,5.6,N1,BinhDinh
BD1214481,,4.4,5.75,,,,2.25,6.25,8.5,,,3.2,N1,BinhDinh
BD1214482,,7.0,7.0,6.5,5.0,5.25,,,,,,6.0,N1,BinhDinh
BD1214483,,5.4,5.0,,,,3.0,6.25,7.0,,,4.0,N1,BinhDinh
BD1214484,,2.0,,2.0,3.25,,,,,,,,,BinhDinh
BD1214485,,6.4,6.5,,,,6.5,7.5,9.0,,,6.2,N1,BinhDinh
BD1214486,,2.4,4.75,,,,4.0,5.75,8.0,,,1.8,N1,BinhDinh
BD1214487,,7.4,6.5,5.75,4.5,4.75,,,,,,6.8,N1,BinhDinh
BD1214488,,6.8,8.0,,,,4.5,6.25,6.75,,,7.0,N1,BinhDinh
BD1214489,,4.0,5.75,,,,6.5,7.75,,,,,,BinhDinh
BD1214490,,6.8,4.5,6.0,6.75,5.0,,,,,,4.2,N1,BinhDinh
BD1214491,,4.8,6.0,,,,4.25,6.75,7.5,,,4.6,N1,BinhDinh
BD1214492,,7.6,6.0,5.0,6.5,6.25,,,,,,5.2,N1,BinhDinh
BD1214493,,7.4,5.75,5.25,7.0,5.0,,,,,,5.0,N1,BinhDinh
BD1214494,,4.2,5.5,,,,5.25,8.75,8.0,,,4.2,N1,BinhDinh
BD1214495,,6.6,5.25,,,,4.75,6.5,8.75,,,4.2,N1,BinhDinh
BD1214496,,6.2,6.0,,,,7.0,6.75,9.0,,,3.2,N1,BinhDinh
BD1214497,,7.4,3.0,3.75,6.75,4.0,,,,,,3.8,N1,BinhDinh
BD1214498,,6.8,5.0,7.25,6.25,4.5,,,,,,4.8,N1,BinhDinh
BD1214499,,6.4,4.75,,,,4.75,7.0,9.25,,,5.4,N1,BinhDinh
BD1214500,,9.2,5.25,8.75,3.75,4.0,4.75,5.75,6.5,,,9.4,N1,BinhDinh
BD1214501,,5.8,3.25,3.0,2.25,3.75,,,,,,2.6,N1,BinhDinh
BD1214502,,5.2,7.75,4.75,6.0,6.25,,,,,,6.6,N1,BinhDinh
BD1214503,,6.2,6.25,,,,3.75,6.5,8.5,,,5.0,N1,BinhDinh
BD1214504,,4.4,4.5,,,,3.25,3.25,6.75,,,3.4,N1,BinhDinh
BD1214505,,6.0,5.75,,,,6.5,7.0,7.5,,,4.4,N1,BinhDinh
BD1214506,,6.4,4.75,5.25,6.5,4.0,,,,,,3.8,N1,BinhDinh
BD1214507,,5.4,6.5,,,,5.75,6.75,7.25,,,3.0,N1,BinhDinh
BD1214508,,7.2,6.0,6.5,6.0,5.5,,,,,,6.4,N1,BinhDinh
BD1214509,,5.2,4.0,4.5,5.0,2.75,3.5,6.5,5.25,,,3.0,N1,BinhDinh
BD1214510,,5.8,5.75,,,,3.5,3.25,6.75,,,3.2,N1,BinhDinh
BD1214511,,6.4,4.75,4.75,4.5,4.25,3.75,6.75,8.5,,,4.0,N1,BinhDinh
BD1214512,,5.6,6.75,,,,1.75,5.5,7.5,,,3.2,N1,BinhDinh
BD1214513,,5.0,4.75,,,,2.0,4.5,,,,,,BinhDinh
BD1214514,,7.0,5.75,,,,6.25,6.0,7.75,,,5.0,N1,BinhDinh
BD1214515,,7.4,6.0,5.75,5.0,4.25,,,,,,5.4,N1,BinhDinh
BD1214516,,5.4,4.5,3.25,2.0,3.25,4.5,5.25,7.5,,,3.6,N1,BinhDinh
BD1214517,,5.0,6.75,,,,5.0,6.0,8.75,,,4.4,N1,BinhDinh
BD1214518,,5.8,5.75,3.25,2.5,3.0,3.75,6.75,8.75,,,3.8,N1,BinhDinh
BD1214519,,6.6,5.75,5.75,3.75,6.5,,,,,,3.0,N1,BinhDinh
BD1214520,,5.6,4.75,3.5,4.25,3.75,3.75,7.0,7.75,,,4.8,N1,BinhDinh
BD1214521,,4.0,4.25,3.0,3.75,2.75,3.75,4.5,6.75,,,2.4,N1,BinhDinh
BD1214522,,6.2,4.75,4.0,1.5,3.25,3.0,6.0,6.75,,,2.4,N1,BinhDinh
BD1214523,,6.6,7.0,6.25,5.25,4.0,3.5,6.25,8.0,,,4.4,N1,BinhDinh
BD1214524,,4.8,6.5,,,,4.75,5.5,8.5,,,3.0,N1,BinhDinh
BD1214525,,5.8,5.5,2.0,5.75,5.0,,,,,,3.6,N1,BinhDinh
BD1214526,,8.0,,6.25,6.75,,,,,,,,,BinhDinh
BD1214527,,8.6,5.75,7.25,6.25,5.25,,,,,,7.0,N1,BinhDinh
BD1214528,,4.8,3.0,,,,3.75,5.5,5.25,,,2.8,N1,BinhDinh
BD1214529,,7.0,6.25,,,,5.75,8.0,9.5,,,6.4,N1,BinhDinh
BD1214530,,8.6,6.75,8.25,7.0,6.0,,,,,,3.2,N1,BinhDinh
BD1214531,,7.4,6.5,4.75,4.75,5.0,,,,,,3.0,N1,BinhDinh
BD1214532,,7.0,6.0,5.75,5.5,5.75,,,,,,7.6,N1,BinhDinh
BD1214533,,6.2,5.5,,,,4.0,6.75,5.75,,,2.4,N1,BinhDinh
BD1214534,,7.2,6.0,,,,3.75,4.75,5.0,,,8.0,N1,BinhDinh
BD1214535,,8.0,6.75,7.0,5.75,5.5,,,,,,8.2,N1,BinhDinh
BD1214536,,4.6,4.25,2.5,2.5,6.0,2.75,5.75,8.5,,,2.4,N1,BinhDinh
BD1214537,,4.8,3.75,,,,3.5,4.75,7.75,,,2.8,N1,BinhDinh
BD1214538,,8.0,8.0,,,,5.25,7.0,9.25,,,5.8,N1,BinhDinh
BD1214539,,5.2,5.0,,,,5.5,7.0,,,,,,BinhDinh
BD1214540,,6.8,5.0,,,,3.25,6.5,7.25,,,4.8,N1,BinhDinh
BD1214541,,6.0,7.25,,,,4.5,5.5,8.25,,,2.0,N1,BinhDinh
BD1214542,,5.0,5.5,4.0,3.75,2.75,4.25,6.0,5.25,,,2.4,N1,BinhDinh
BD1214543,,6.4,5.5,,,,6.0,6.25,7.25,,,3.8,N1,BinhDinh
BD1214544,,7.0,4.75,5.25,5.0,5.25,,,,,,3.2,N1,BinhDinh
BD1214545,,8.0,6.25,7.0,8.25,6.5,,,,,,5.0,N1,BinhDinh
BD1214546,,4.8,4.5,,,,3.25,6.0,7.75,,,5.8,N1,BinhDinh
BD1214547,,3.6,5.0,3.5,2.25,1.75,3.5,3.5,5.5,,,2.6,N1,BinhDinh
BD1214548,,6.2,7.0,7.25,5.5,5.0,,,,,,6.0,N1,BinhDinh
BD1214549,,7.8,6.0,7.5,5.5,5.75,,,,,,4.8,N1,BinhDinh
BD1214550,,3.6,5.0,,,,2.5,5.0,,,,,,BinhDinh
BD1214551,,8.4,7.75,4.5,4.5,4.5,,,,,,6.6,N1,BinhDinh
BD1214552,,7.8,6.0,7.25,6.5,5.25,,,,,,5.4,N1,BinhDinh
BD1214553,,6.0,5.5,3.0,2.75,3.75,4.0,7.0,7.75,,,2.6,N1,BinhDinh
BD1214554,,7.4,5.5,6.75,6.5,5.25,,,,,,7.4,N1,BinhDinh
BD1214555,,5.8,6.5,,,,7.5,6.25,8.75,,,5.4,N1,BinhDinh
BD1214556,,7.6,7.0,5.75,7.75,8.25,,,,,,6.6,N1,BinhDinh
BD1214557,,5.8,6.75,4.0,4.75,3.75,,,,,,7.4,N1,BinhDinh
BD1214558,,6.0,4.75,2.25,2.25,3.25,3.5,5.25,7.25,,,2.6,N1,BinhDinh
BD1214559,,6.6,5.0,,,,5.75,6.75,8.0,,,4.6,N1,BinhDinh
BD1214560,,6.4,5.5,5.25,6.0,4.0,,,,,,3.6,N1,BinhDinh
BD1214561,,3.0,,2.25,3.75,,,,,,,,,BinhDinh
BD1214562,,4.0,4.75,,,,4.25,5.0,8.0,,,7.2,N1,BinhDinh
BD1214563,,5.0,5.5,3.5,3.0,3.25,6.0,6.75,9.25,,,4.2,N1,BinhDinh
BD1214564,,5.8,4.5,4.5,3.25,4.0,,,,,,4.0,N1,BinhDinh
BD1214565,,5.2,6.75,3.25,2.5,3.25,5.0,4.75,7.0,,,5.8,N1,BinhDinh
BD1214566,,9.4,5.75,5.25,8.5,8.5,,,,,,6.2,N1,BinhDinh
BD1214567,,2.0,3.25,,,,2.25,4.25,4.5,,,2.6,N1,BinhDinh
BD1214568,,8.0,5.5,,,,7.0,7.5,8.25,,,6.4,N1,BinhDinh
BD1214569,,2.2,3.0,,,,3.25,4.25,6.75,,,2.2,N1,BinhDinh
BD1214570,,5.2,5.25,5.25,2.25,2.5,3.75,7.25,7.25,,,4.0,N1,BinhDinh
BD1214571,,7.4,6.0,,,,4.75,6.75,7.5,,,3.2,N1,BinhDinh
BD1214572,,4.8,4.5,6.0,2.5,4.0,,,,,,2.4,N1,BinhDinh
BD1214573,,5.4,7.5,,,,4.0,7.5,8.25,,,3.8,N1,BinhDinh
BD1214574,,7.6,7.5,3.25,7.0,7.5,,,,,,4.8,N1,BinhDinh
BD1214575,,7.0,4.25,6.0,7.75,4.0,,,,,,3.4,N1,BinhDinh
BD1214576,,3.2,5.0,,,,3.0,4.5,6.5,,,1.8,N1,BinhDinh
BD1214577,,8.4,6.25,6.5,6.5,4.0,,,,,,5.6,N1,BinhDinh
BD1214578,,3.6,3.75,,,,1.25,5.25,4.5,,,2.2,N1,BinhDinh
BD1214579,,5.0,6.5,,,,3.0,6.0,7.5,,,4.2,N1,BinhDinh
BD1214580,,7.0,6.0,,,,3.5,6.0,6.5,,,4.2,N1,BinhDinh
BD1214581,,4.2,4.0,,,,4.25,4.75,6.75,,,2.8,N1,BinhDinh
BD1214582,,5.0,4.75,,,,4.0,6.75,8.25,,,3.6,N1,BinhDinh
BD1214583,,6.0,6.0,6.75,5.25,5.75,,,,,,4.8,N1,BinhDinh
BD1214584,,4.8,6.25,,,,4.5,6.25,8.75,,,4.0,N1,BinhDinh
BD1214585,,8.2,6.5,5.75,7.5,6.75,,,,,,4.0,N1,BinhDinh
BD1214586,,5.2,5.5,,,,1.0,5.25,4.5,,,3.2,N1,BinhDinh
BD1214587,,3.2,3.0,2.0,2.75,2.75,,,,,,3.0,N1,BinhDinh
BD1214588,,6.2,5.5,,,,6.5,6.75,7.25,,,3.8,N1,BinhDinh
BD1214589,,4.8,4.25,,,,4.5,4.5,7.75,,,2.6,N1,BinhDinh
BD1214590,,4.6,4.75,,,,3.25,4.5,8.75,,,3.2,N1,BinhDinh
BD1214591,,7.0,5.0,,,,6.25,7.0,8.5,,,3.8,N1,BinhDinh
BD1214592,,3.6,6.0,,,,2.75,3.75,5.75,,,4.4,N1,BinhDinh
BD1214593,,6.0,6.25,,,,4.25,6.5,8.75,,,2.4,N1,BinhDinh
BD1214594,,5.0,4.0,,,,2.5,6.25,7.25,,,4.4,N1,BinhDinh
BD1214595,,5.0,5.0,,,,4.0,5.75,7.25,,,3.8,N1,BinhDinh
BD1214596,,7.8,4.0,7.0,7.25,4.25,,,,,,3.0,N1,BinhDinh
BD1214597,,3.2,3.5,,,,3.75,4.5,5.0,,,2.6,N1,BinhDinh
BD1214598,,4.8,5.0,,,,4.25,7.25,8.25,,,1.8,N1,BinhDinh
BD1214599,,7.4,6.25,5.5,5.0,5.5,,,,,,6.0,N1,BinhDinh
BD1214600,,6.6,5.5,5.25,5.75,5.0,2.5,2.25,6.0,,,4.0,N1,BinhDinh
BD1214601,,4.6,5.75,,,,4.5,7.25,7.75,,,3.8,N1,BinhDinh
BD1214602,,3.4,4.5,,,,2.75,5.75,7.25,,,2.6,N1,BinhDinh
BD1214603,,5.0,5.0,,,,2.75,5.25,6.75,,,2.8,N1,BinhDinh
BD1214604,,6.0,5.0,4.0,5.25,4.5,4.0,6.0,8.0,,,4.4,N1,BinhDinh
BD1214605,,6.4,5.75,,,,4.75,6.25,7.0,,,4.4,N1,BinhDinh
BD1214606,,5.6,6.25,4.0,3.0,3.5,3.25,6.5,6.5,,,4.4,N1,BinhDinh
BD1214607,,2.2,3.75,,,,3.5,4.25,6.25,,,2.6,N1,BinhDinh
BD1214608,,5.8,6.0,4.0,6.0,5.25,,,,,,5.4,N1,BinhDinh
BD1214609,,4.0,4.5,,,,4.0,5.75,8.25,,,1.8,N1,BinhDinh
BD1214610,,7.6,7.5,,,,3.75,6.0,7.25,,,6.4,N1,BinhDinh
BD1214611,,4.4,4.5,,,,2.0,5.25,7.0,,,3.8,N1,BinhDinh
BD1214612,,7.4,5.0,5.75,5.25,6.5,,,,,,4.0,N1,BinhDinh
BD1214613,,5.6,4.0,,,,,,,,,3.8,N1,BinhDinh
BD1214614,,5.0,5.25,,,,4.75,6.75,8.25,,,2.6,N1,BinhDinh
BD1214615,,5.4,5.75,,,,4.5,4.25,6.25,,,3.2,N1,BinhDinh
BD1214616,,8.2,7.25,5.75,7.0,4.75,,,,,,5.6,N1,BinhDinh
BD1214617,,5.6,5.5,,,,5.75,8.0,8.75,,,3.8,N1,BinhDinh
BD1214618,,7.2,6.5,7.5,4.25,5.75,,,,,,7.8,N1,BinhDinh
BD1214619,,3.6,6.25,1.75,2.5,2.25,3.25,4.25,6.5,,,3.6,N1,BinhDinh
BD1214620,,8.0,6.5,7.5,5.0,4.25,,,,,,6.6,N1,BinhDinh
BD1214621,,7.2,5.5,7.25,4.75,5.75,,,,,,5.8,N1,BinhDinh
BD1214622,,3.4,4.5,,,,5.0,7.25,7.75,,,3.6,N1,BinhDinh
BD1214623,,7.2,3.0,4.5,3.75,3.5,,,,,,2.8,N1,BinhDinh
BD1214624,,8.2,6.5,7.75,7.0,5.5,,,,,,5.0,N1,BinhDinh
BD1214625,,4.0,5.0,,,,2.75,5.0,7.75,,,3.0,N1,BinhDinh
BD1214626,,7.2,6.5,6.25,4.5,5.5,,,,,,7.0,N1,BinhDinh
BD1214627,,4.6,2.25,,,,2.25,4.75,2.75,,,2.2,N1,BinhDinh
BD1214628,,8.2,6.0,8.75,7.5,3.75,,,,,,6.8,N1,BinhDinh
BD1214629,,5.0,4.0,,,,2.75,5.5,4.25,,,4.4,N1,BinhDinh
BD1214630,,2.8,3.75,,,,2.75,5.25,5.25,,,4.0,N1,BinhDinh
BD1214631,,5.6,4.75,,,,5.25,6.5,7.75,,,3.8,N1,BinhDinh
BD1214632,,5.4,5.75,,,,3.75,5.25,7.0,,,3.8,N1,BinhDinh
BD1214633,,1.6,3.5,,,,3.5,5.0,6.5,,,2.2,N1,BinhDinh
BD1214634,,7.4,7.0,,,,5.5,6.5,7.25,,,8.8,N1,BinhDinh
BD1214635,,5.8,4.25,7.25,6.5,6.75,,,,,,7.6,N1,BinhDinh
BD1214636,,7.4,5.0,,,,4.75,7.25,7.75,,,4.0,N1,BinhDinh
BD1214637,,3.8,5.75,,,,3.75,5.25,8.5,,,3.6,N1,BinhDinh
BD1214638,,6.2,4.25,6.0,4.0,3.25,,,,,,3.2,N1,BinhDinh
BD1214639,,3.2,2.75,1.75,2.0,3.25,1.75,3.0,5.5,,,3.2,N1,BinhDinh
BD1214640,,4.4,5.5,,,,4.0,6.0,9.25,,,3.0,N1,BinhDinh
BD1214641,,5.4,4.5,,,,5.25,5.75,7.5,,,4.2,N1,BinhDinh
BD1214642,,4.8,5.25,,,,5.0,7.0,9.25,,,3.8,N1,BinhDinh
BD1214643,,7.6,6.25,,,,5.0,6.5,7.25,,,5.2,N1,BinhDinh
BD1214644,,5.4,6.5,,,,4.0,5.5,8.0,,,5.2,N1,BinhDinh
BD1214645,,3.0,4.75,,,,3.5,5.25,8.0,,,2.8,N1,BinhDinh
BD1214646,,7.2,6.5,5.25,6.75,5.5,,,,,,4.8,N1,BinhDinh
BD1214647,,7.8,5.75,7.75,7.5,6.0,,,,,,5.2,N1,BinhDinh
BD1214648,,8.4,7.0,7.25,5.75,4.5,,,,,,5.8,N1,BinhDinh
BD1214649,,7.6,5.25,7.25,7.25,5.0,,,,,,5.8,N1,BinhDinh
BD1214650,,3.4,4.0,,,,3.25,4.75,7.25,,,1.4,N1,BinhDinh
BD1214651,,7.4,4.75,4.75,4.25,4.75,3.5,6.25,6.75,,,2.6,N1,BinhDinh
BD1214652,,5.6,5.5,4.75,3.5,4.0,5.25,4.25,7.5,,,4.4,N1,BinhDinh
BD1214653,,8.4,6.5,7.0,4.75,4.25,,,,,,9.6,N1,BinhDinh
BD1214654,,7.2,6.75,5.75,6.75,6.25,,,,,,4.4,N1,BinhDinh
BD1214655,,7.4,5.75,5.25,6.0,5.0,3.0,5.5,5.25,,,4.6,N1,BinhDinh
BD1214656,,4.6,5.25,,,,5.5,6.25,9.0,,,3.8,N1,BinhDinh
BD1214657,,5.8,6.25,5.0,5.5,4.25,,,,,,3.8,N1,BinhDinh
BD1214658,,4.4,4.5,3.0,3.5,2.75,4.25,5.25,6.25,,,1.8,N1,BinhDinh
BD1214659,,6.0,,,3.0,5.25,,,,,,,,BinhDinh
BD1214660,,7.0,6.0,,,,4.0,6.75,7.75,,,7.0,N1,BinhDinh
BD1214661,,3.0,3.0,,,,3.5,4.75,5.25,,,2.8,N1,BinhDinh
BD1214662,,7.0,6.5,5.0,4.0,4.5,,,,,,4.0,N1,BinhDinh
BD1214663,,4.8,3.75,,,,3.0,5.25,5.5,,,3.6,N1,BinhDinh
BD1214664,,5.4,5.0,5.25,6.25,4.25,5.0,7.25,9.75,,,5.4,N1,BinhDinh
BD1214665,,7.2,7.5,,,,7.25,9.0,9.0,,,8.0,N1,BinhDinh
